Instructor,Course,Semester,Program,Q1,Q1-P,Q1-U,Q2,Q2-P,Q2-U,Q3,Q3-P,Q3-U,Q4,Q4-P,Q4-U,Q5,Q5-P,Q5-U,Q6,Q6-P,Q6-U,Q7,Q7-P,Q7-U,Q8,Q8-P,Q8-U,Q9,Q9-P,Q9-U,Q10,Q10-P,Q10-U,Q11,Q11-P,Q11-U,Q12
"Bulko, William C",C S311,Spring 2017,Computer Science,4.5,4.4,4.5,4.3,4.5,4.6,4.2,4.2,4.4,4.0,4.3,4.4,4.2,4.4,4.5,4.2,4.2,4.4,4.3,4.4,4.5,4.0,4.0,4.2,4.0,4.3,4.4,4.1,4.2,4.3,3.7,4.0,4.1,About right
"Bulko, William C",C S311,Fall 2017,Computer Science,4.5,4.3,4.5,4.7,4.4,4.6,4.5,4.2,4.3,4.1,4.3,4.4,4.6,4.4,4.5,4.4,4.2,4.3,4.5,4.3,4.5,4.1,4.0,4.2,4.1,4.3,4.4,4.4,4.2,4.3,3.7,4.1,4.1,About right
"Bulko, William C",C S311,Spring 2018,Computer Science,4.6,4.4,4.5,4.7,4.5,4.6,4.5,4.3,4.4,4.2,4.4,4.5,4.3,4.4,4.5,4.5,4.2,4.3,4.4,4.4,4.5,4.0,4.0,4.2,4.3,4.3,4.4,4.4,4.3,4.3,4.0,4.0,4.1,About right
"Bulko, William C",C S311,Spring 2018,Computer Science,4.7,4.4,4.5,4.8,4.5,4.6,4.6,4.3,4.4,4.2,4.4,4.5,4.5,4.4,4.5,4.6,4.2,4.3,4.4,4.4,4.5,4.1,4.0,4.2,4.4,4.3,4.4,4.5,4.3,4.3,4.1,4.0,4.1,About right
"Bulko, William C",C S311,Fall 2018,Computer Science,4.7,4.5,4.5,4.7,4.6,4.6,4.6,4.3,4.3,4.2,4.4,4.5,4.5,4.5,4.5,4.6,4.3,4.3,4.5,4.4,4.5,4.3,4.1,4.2,4.4,4.4,4.4,4.6,4.3,4.3,4.2,4.1,4.1,About right
"Bulko, William C",C S311,Spring 2019,Computer Science,4.6,4.4,4.5,4.5,4.5,4.6,4.5,4.2,4.4,4.2,4.4,4.5,4.4,4.4,4.6,4.5,4.2,4.4,4.4,4.4,4.5,4.2,4.0,4.3,4.1,4.3,4.4,4.5,4.2,4.4,4.2,4.0,4.1,About right
"Chaubal, Siddhesh Prashan",C S311,Spring 2016,Computer Science,3.8,4.3,4.5,3.8,4.4,4.6,3.8,4.2,4.4,3.8,4.3,4.4,3.8,4.4,4.5,3.8,4.2,4.3,3.8,4.4,4.5,3.8,4.0,4.2,3.8,4.3,4.4,3.6,4.2,4.3,3.6,4.0,4.1,About right
"Chaubal, Siddhesh Prashan",C S311,Spring 2016,Computer Science,3.3,4.3,4.5,2.9,4.4,4.6,2.9,4.2,4.4,2.9,4.3,4.4,3.0,4.4,4.5,3.0,4.2,4.3,2.9,4.4,4.5,3.0,4.0,4.2,3.1,4.3,4.4,2.8,4.2,4.3,3.2,4.0,4.1,About right
"Chaubal, Siddhesh Prashan",C S311,Spring 2016,Computer Science,4.4,4.3,4.5,4.4,4.4,4.6,4.3,4.2,4.4,4.3,4.3,4.4,4.4,4.4,4.5,4.6,4.2,4.3,4.3,4.4,4.5,4.1,4.0,4.2,4.1,4.3,4.4,4.0,4.2,4.3,4.1,4.0,4.1,About right
"Chaubal, Siddhesh Prashan",C S311,Spring 2016,Computer Science,3.9,4.3,4.5,3.8,4.4,4.6,3.9,4.2,4.4,3.8,4.3,4.4,3.6,4.4,4.5,4.0,4.2,4.3,4.1,4.4,4.5,3.9,4.0,4.2,3.9,4.3,4.4,3.6,4.2,4.3,4.0,4.0,4.1,About right
"Chaubal, Siddhesh Prashan",C S311,Spring 2016,Computer Science,3.8,4.3,4.5,3.8,4.4,4.6,3.8,4.2,4.4,4.2,4.3,4.4,4.0,4.4,4.5,3.8,4.2,4.3,4.3,4.4,4.5,4.2,4.0,4.2,3.8,4.3,4.4,3.6,4.2,4.3,3.8,4.0,4.1,About right
"Chiang, Kai-Yang",C S311,Spring 2017,Computer Science,3.6,4.4,4.5,3.9,4.5,4.6,3.3,4.2,4.4,3.2,4.3,4.4,3.9,4.4,4.5,3.8,4.2,4.4,3.8,4.4,4.5,3.6,4.0,4.2,3.9,4.3,4.4,3.1,4.2,4.3,3.6,4.0,4.1,About right
"Chiang, Kai-Yang",C S311,Spring 2017,Computer Science,3.7,4.4,4.5,4.1,4.5,4.6,3.6,4.2,4.4,3.7,4.3,4.4,3.8,4.4,4.5,3.7,4.2,4.4,4.0,4.4,4.5,3.6,4.0,4.2,3.8,4.3,4.4,3.6,4.2,4.3,3.6,4.0,4.1,About right
"Chiang, Kai-Yang",C S311,Spring 2017,Computer Science,3.9,4.4,4.5,4.2,4.5,4.6,3.8,4.2,4.4,3.6,4.3,4.4,3.9,4.4,4.5,4.0,4.2,4.4,4.1,4.4,4.5,3.7,4.0,4.2,4.1,4.3,4.4,3.5,4.2,4.3,3.9,4.0,4.1,About right
"Chiang, Kai-Yang",C S311,Spring 2017,Computer Science,3.6,4.4,4.5,4.0,4.5,4.6,3.4,4.2,4.4,3.5,4.3,4.4,3.9,4.4,4.5,3.7,4.2,4.4,4.0,4.4,4.5,3.7,4.0,4.2,4.0,4.3,4.4,3.4,4.2,4.3,3.6,4.0,4.1,About right
"Fraij, Fares Z",C S311,Fall 2018,Computer Science,4.3,4.5,4.5,4.5,4.6,4.6,4.0,4.3,4.3,3.8,4.4,4.5,4.2,4.5,4.5,4.1,4.3,4.3,4.2,4.4,4.5,4.1,4.1,4.2,4.2,4.4,4.4,4.1,4.3,4.3,3.9,4.1,4.1,About right
"Fraij, Fares Z",C S311,Spring 2019,Computer Science,4.1,4.4,4.5,4.2,4.5,4.6,3.6,4.2,4.4,3.8,4.4,4.5,4.1,4.4,4.6,3.7,4.2,4.4,4.0,4.4,4.5,3.7,4.0,4.3,3.7,4.3,4.4,3.5,4.2,4.4,3.1,4.0,4.1,About right
"Gouda, Mohamed G",C S311,Spring 2015,Computer Science,4.4,4.2,4.4,4.6,4.3,4.6,4.1,4.1,4.3,4.3,4.2,4.4,4.5,4.4,4.5,4.2,4.1,4.3,4.1,4.4,4.5,3.4,4.0,4.2,3.9,4.2,4.3,4.0,4.1,4.3,3.8,3.9,4.0,About right
"Gouda, Mohamed G",C S311,Fall 2015,Computer Science,4.2,4.3,4.4,4.6,4.4,4.5,4.1,4.2,4.3,4.1,4.3,4.4,4.1,4.4,4.5,4.2,4.1,4.3,3.8,4.4,4.4,3.5,4.0,4.2,3.8,4.3,4.3,3.9,4.2,4.3,3.5,4.0,4.0,About right
"Gouda, Mohamed G",C S311,Fall 2015,Computer Science,4.3,4.3,4.4,4.5,4.4,4.5,4.0,4.2,4.3,4.0,4.3,4.4,4.2,4.4,4.5,4.3,4.1,4.3,3.9,4.4,4.4,3.3,4.0,4.2,3.7,4.3,4.3,3.6,4.2,4.3,3.4,4.0,4.0,About right
"Kamath, Akshay Devdas",C S311,Spring 2015,Computer Science,3.5,4.2,4.4,4.1,4.3,4.6,3.1,4.1,4.3,3.6,4.2,4.4,3.5,4.4,4.5,3.6,4.1,4.3,2.9,4.4,4.5,3.5,4.0,4.2,3.4,4.2,4.3,3.1,4.1,4.3,3.1,3.9,4.0,About right
"Kamath, Akshay Devdas",C S311,Fall 2016,Computer Science,4.3,4.4,4.4,4.6,4.5,4.6,4.3,4.3,4.3,4.0,4.3,4.4,4.4,4.4,4.5,3.9,4.3,4.3,4.1,4.4,4.4,3.9,4.1,4.2,4.4,4.4,4.3,4.3,4.3,4.3,4.1,4.1,4.0,About right
"Kamath, Akshay Devdas",C S311,Fall 2016,Computer Science,3.9,4.4,4.4,4.3,4.5,4.6,4.1,4.3,4.3,3.9,4.3,4.4,3.8,4.4,4.5,4.0,4.3,4.3,4.1,4.4,4.4,3.7,4.1,4.2,4.1,4.4,4.3,4.4,4.3,4.3,4.3,4.1,4.0,About right
"Klivans, Adam R",C S311,Fall 2016,Computer Science,4.3,4.4,4.4,4.2,4.5,4.6,4.4,4.3,4.3,4.5,4.3,4.4,4.3,4.4,4.5,4.2,4.3,4.3,4.4,4.4,4.4,4.2,4.1,4.2,4.7,4.4,4.3,4.5,4.3,4.3,4.3,4.1,4.0,About right
"Klivans, Adam R",C S311,Fall 2016,Computer Science,4.1,4.4,4.4,4.4,4.5,4.6,4.1,4.3,4.3,4.0,4.3,4.4,4.1,4.4,4.5,4.1,4.3,4.3,3.6,4.4,4.4,3.8,4.1,4.2,4.3,4.4,4.3,4.1,4.3,4.3,3.9,4.1,4.0,About right
"Klivans, Adam R",C S311,Fall 2017,Computer Science,4.2,4.3,4.5,4.4,4.4,4.6,4.2,4.2,4.3,4.2,4.3,4.4,4.1,4.4,4.5,4.0,4.2,4.3,4.0,4.3,4.5,3.9,4.0,4.2,4.4,4.3,4.4,4.0,4.2,4.3,4.0,4.1,4.1,About right
"Lifschitz, Vladimir",C S311,Spring 2015,Computer Science,4.0,4.2,4.4,4.5,4.3,4.6,3.9,4.1,4.3,3.7,4.2,4.4,3.8,4.4,4.5,4.0,4.1,4.3,4.1,4.4,4.5,3.8,4.0,4.2,3.7,4.2,4.3,3.8,4.1,4.3,3.6,3.9,4.0,About right
"Raju, Dhananjay",C S311,Fall 2017,Computer Science,2.2,4.3,4.5,2.3,4.4,4.6,1.9,4.2,4.3,2.7,4.3,4.4,1.7,4.4,4.5,2.1,4.2,4.3,2.2,4.3,4.5,2.9,4.0,4.2,3.2,4.3,4.4,1.7,4.2,4.3,2.9,4.1,4.1,About right
"Raju, Dhananjay",C S311,Fall 2017,Computer Science,1.7,4.3,4.5,2.1,4.4,4.6,1.4,4.2,4.3,2.3,4.3,4.4,1.6,4.4,4.5,1.9,4.2,4.3,1.9,4.3,4.5,2.3,4.0,4.2,2.9,4.3,4.4,1.4,4.2,4.3,2.8,4.1,4.1,About right
"Raju, Dhananjay",C S311,Fall 2017,Computer Science,2.1,4.3,4.5,2.1,4.4,4.6,1.8,4.2,4.3,2.5,4.3,4.4,1.7,4.4,4.5,2.6,4.2,4.3,2.2,4.3,4.5,2.7,4.0,4.2,2.9,4.3,4.4,1.7,4.2,4.3,2.8,4.1,4.1,About right
"Reaz, Rezwana",C S311,Fall 2015,Computer Science,4.1,4.3,4.4,4.1,4.4,4.5,4.2,4.2,4.3,4.2,4.3,4.4,4.0,4.4,4.5,4.3,4.1,4.3,4.2,4.4,4.4,3.8,4.0,4.2,3.8,4.3,4.3,3.9,4.2,4.3,3.7,4.0,4.0,About right
"Reaz, Rezwana",C S311,Spring 2016,Computer Science,4.1,4.3,4.5,4.1,4.4,4.6,3.6,4.2,4.4,4.1,4.3,4.4,4.3,4.4,4.5,4.1,4.2,4.3,4.3,4.4,4.5,4.2,4.0,4.2,4.3,4.3,4.4,3.6,4.2,4.3,4.1,4.0,4.1,About right
"Reaz, Rezwana",C S311,Spring 2016,Computer Science,4.1,4.3,4.5,4.0,4.4,4.6,3.9,4.2,4.4,3.7,4.3,4.4,3.4,4.4,4.5,3.7,4.2,4.3,3.9,4.4,4.5,3.8,4.0,4.2,4.0,4.3,4.4,3.8,4.2,4.3,4.1,4.0,4.1,About right
"Reaz, Rezwana",C S311,Fall 2016,Computer Science,3.8,4.4,4.4,3.9,4.5,4.6,3.7,4.3,4.3,3.9,4.3,4.4,4.0,4.4,4.5,3.9,4.3,4.3,4.1,4.4,4.4,3.8,4.1,4.2,4.5,4.4,4.3,3.8,4.3,4.3,4.4,4.1,4.0,About right
"Suggala, Arun Sai",C S311,Spring 2015,Computer Science,3.6,4.2,4.4,4.1,4.3,4.6,3.7,4.1,4.3,3.6,4.2,4.4,4.1,4.4,4.5,4.1,4.1,4.3,3.9,4.4,4.5,3.2,4.0,4.2,3.9,4.2,4.3,3.4,4.1,4.3,3.8,3.9,4.0,About right
"Suggala, Arun Sai",C S311,Spring 2015,Computer Science,4.2,4.2,4.4,4.5,4.3,4.6,4.5,4.1,4.3,4.0,4.2,4.4,4.3,4.4,4.5,4.3,4.1,4.3,4.7,4.4,4.5,4.3,4.0,4.2,4.3,4.2,4.3,4.3,4.1,4.3,4.5,3.9,4.0,About right
"Tseng, Andrew",C S311,Spring 2016,Computer Science,3.8,4.3,4.5,4.2,4.4,4.6,4.0,4.2,4.4,3.8,4.3,4.4,4.2,4.4,4.5,4.0,4.2,4.3,3.7,4.4,4.5,3.8,4.0,4.2,4.0,4.3,4.4,3.3,4.2,4.3,3.7,4.0,4.1,About right
"Tseng, Andrew",C S311,Spring 2016,Computer Science,3.7,4.3,4.5,4.0,4.4,4.6,3.8,4.2,4.4,4.0,4.3,4.4,4.0,4.4,4.5,4.1,4.2,4.3,3.9,4.4,4.5,3.8,4.0,4.2,4.2,4.3,4.4,3.8,4.2,4.3,3.6,4.0,4.1,About right
"Tseng, Andrew",C S311,Spring 2016,Computer Science,4.0,4.3,4.5,3.7,4.4,4.6,3.7,4.2,4.4,4.0,4.3,4.4,4.4,4.4,4.5,3.9,4.2,4.3,4.1,4.4,4.5,3.9,4.0,4.2,3.9,4.3,4.4,3.4,4.2,4.3,3.6,4.0,4.1,About right
"Dillig, Isil",C S311H,Fall 2015,Computer Science,4.4,4.3,4.4,4.7,4.4,4.5,3.9,4.2,4.3,4.1,4.3,4.4,4.4,4.4,4.5,4.4,4.1,4.3,4.1,4.4,4.4,4.1,4.0,4.2,4.1,4.3,4.3,3.9,4.2,4.3,3.8,4.0,4.0,About right
"Dillig, Isil",C S311H,Fall 2016,Computer Science,4.5,4.4,4.4,4.8,4.5,4.6,4.3,4.3,4.3,4.4,4.3,4.4,4.8,4.4,4.5,4.5,4.3,4.3,4.5,4.4,4.4,4.3,4.1,4.2,4.4,4.4,4.3,4.6,4.3,4.3,4.2,4.1,4.0,About right
"Dillig, Isil",C S311H,Fall 2017,Computer Science,4.7,4.3,4.5,4.8,4.4,4.6,4.4,4.2,4.3,4.5,4.3,4.4,4.7,4.4,4.5,4.8,4.2,4.3,4.6,4.3,4.5,4.3,4.0,4.2,4.6,4.3,4.4,4.6,4.2,4.3,4.5,4.1,4.1,About right
"Dillig, Isil",C S311H,Fall 2018,Computer Science,4.6,4.5,4.5,4.8,4.6,4.6,4.3,4.3,4.3,4.3,4.4,4.5,4.4,4.5,4.5,4.6,4.3,4.3,4.6,4.4,4.5,4.2,4.1,4.2,4.4,4.4,4.4,4.7,4.3,4.3,4.4,4.1,4.1,About right
"Hoffman, Jessica",C S311H,Fall 2015,Computer Science,4.1,4.3,4.4,4.1,4.4,4.5,4.2,4.2,4.3,4.3,4.3,4.4,4.4,4.4,4.5,4.4,4.1,4.3,4.4,4.4,4.4,4.2,4.0,4.2,3.9,4.3,4.3,4.1,4.2,4.3,3.8,4.0,4.0,About right
"Kallaugher, John Michael",C S311H,Fall 2016,Computer Science,3.8,4.4,4.4,4.2,4.5,4.6,3.3,4.3,4.3,3.7,4.3,4.4,4.4,4.4,4.5,4.2,4.3,4.3,3.9,4.4,4.4,4.0,4.1,4.2,4.3,4.4,4.3,3.5,4.3,4.3,3.9,4.1,4.0,About right
"Clement, Nathan Lee",C S312,Spring 2016,Computer Science,4.1,4.3,4.5,3.9,4.4,4.6,3.8,4.2,4.4,4.4,4.3,4.4,4.5,4.4,4.5,4.1,4.2,4.3,4.4,4.4,4.5,4.0,4.0,4.2,4.0,4.3,4.4,3.7,4.2,4.3,3.8,4.0,4.1,About right
"Clement, Nathan Lee",C S312,Fall 2016,Computer Science,4.3,4.4,4.4,4.1,4.5,4.6,3.9,4.3,4.3,4.3,4.3,4.4,4.5,4.4,4.5,4.2,4.3,4.3,4.3,4.4,4.4,4.1,4.1,4.2,4.3,4.4,4.3,3.9,4.3,4.3,4.0,4.1,4.0,About right
"Clement, Nathan Lee",C S312,Spring 2017,Computer Science,4.2,4.4,4.5,4.1,4.5,4.6,3.8,4.2,4.4,4.2,4.3,4.4,4.5,4.4,4.5,4.2,4.2,4.4,4.2,4.4,4.5,4.0,4.0,4.2,4.4,4.3,4.4,3.9,4.2,4.3,4.1,4.0,4.1,About right
"Garg, Sonika",C S312,Fall 2016,Computer Science,4.0,4.4,4.4,4.0,4.5,4.6,3.9,4.3,4.3,4.0,4.3,4.4,4.1,4.4,4.5,4.1,4.3,4.3,4.5,4.4,4.4,3.6,4.1,4.2,4.2,4.4,4.3,3.9,4.3,4.3,4.3,4.1,4.0,About right
"John, Chand T",C S312,Spring 2019,Computer Science,4.7,4.4,4.5,4.8,4.5,4.6,4.7,4.2,4.4,4.7,4.4,4.5,4.7,4.4,4.6,4.8,4.2,4.4,4.7,4.4,4.5,4.5,4.0,4.3,4.7,4.3,4.4,4.7,4.2,4.4,4.6,4.0,4.1,About right
"Khatri, Chirag",C S312,Fall 2016,Computer Science,4.3,4.4,4.4,4.2,4.5,4.6,4.3,4.3,4.3,4.2,4.3,4.4,4.5,4.4,4.5,4.5,4.3,4.3,4.3,4.4,4.4,4.4,4.1,4.2,4.6,4.4,4.3,4.3,4.3,4.3,4.5,4.1,4.0,About right
"Mahtey, Omer",C S312,Fall 2016,Computer Science,4.8,4.4,4.4,4.8,4.5,4.6,4.9,4.3,4.3,4.7,4.3,4.4,4.9,4.4,4.5,4.8,4.3,4.3,4.9,4.4,4.4,4.6,4.1,4.2,4.9,4.4,4.3,4.9,4.3,4.3,4.9,4.1,4.0,About right
"McGarrah, Shelby",C S312,Fall 2016,Computer Science,4.3,4.4,4.4,4.6,4.5,4.6,4.6,4.3,4.3,4.2,4.3,4.4,4.6,4.4,4.5,4.6,4.3,4.3,4.6,4.4,4.4,4.1,4.1,4.2,4.5,4.4,4.3,4.5,4.3,4.3,4.5,4.1,4.0,About right
"Mitra, Shyamal K",C S312,Summer 2015,Computer Science,4.5,4.6,4.5,4.7,4.7,4.6,4.3,4.6,4.5,4.6,4.6,4.5,4.3,4.6,4.6,4.3,4.6,4.4,4.4,4.6,4.6,4.1,4.3,4.3,4.4,4.6,4.5,4.3,4.5,4.4,4.1,4.5,4.2,About right
"Mitra, Shyamal K",C S312,Summer 2016,Computer Science,4.5,4.6,4.5,4.5,4.7,4.6,4.3,4.6,4.4,4.6,4.6,4.5,4.4,4.6,4.6,4.3,4.5,4.4,4.3,4.6,4.5,4.3,4.3,4.3,4.6,4.6,4.5,4.2,4.6,4.4,4.3,4.4,4.2,About right
"Mitra, Shyamal K",C S312,Summer 2017,Computer Science,4.6,4.7,4.5,4.7,4.8,4.6,4.4,4.7,4.5,4.6,4.6,4.5,4.4,4.7,4.6,4.5,4.7,4.4,4.4,4.7,4.5,4.5,4.4,4.4,4.5,4.6,4.5,4.2,4.6,4.4,4.4,4.5,4.2,Somewhat high
"Nandakumar, Vallath",C S312,Spring 2015,Computer Science,4.3,4.2,4.4,4.2,4.3,4.6,3.8,4.1,4.3,4.3,4.2,4.4,4.3,4.4,4.5,4.0,4.1,4.3,4.0,4.4,4.5,4.3,4.0,4.2,4.1,4.2,4.3,3.8,4.1,4.3,4.2,3.9,4.0,About right
"Nguyen, Linh Ngoc",C S312,Fall 2016,Computer Science,4.1,4.4,4.4,4.0,4.5,4.6,4.1,4.3,4.3,3.5,4.3,4.4,4.0,4.4,4.5,3.9,4.3,4.3,4.3,4.4,4.4,4.0,4.1,4.2,4.5,4.4,4.3,3.8,4.3,4.3,4.5,4.1,4.0,About right
"Reaz, Rezwana",C S312,Summer 2015,Computer Science,4.3,4.6,4.5,4.5,4.7,4.6,4.1,4.6,4.5,4.0,4.6,4.5,4.5,4.6,4.6,4.3,4.6,4.4,4.3,4.6,4.6,4.1,4.3,4.3,4.7,4.6,4.5,4.1,4.5,4.4,4.1,4.5,4.2,About right
"Scott, Michael D",C S312,Fall 2015,Computer Science,4.8,4.3,4.4,4.8,4.4,4.5,4.8,4.2,4.3,4.5,4.3,4.4,4.6,4.4,4.5,4.7,4.1,4.3,4.5,4.4,4.4,4.4,4.0,4.2,4.5,4.3,4.3,4.7,4.2,4.3,4.5,4.0,4.0,About right
"Scott, Michael D",C S312,Fall 2015,Computer Science,4.9,4.3,4.4,4.9,4.4,4.5,4.8,4.2,4.3,4.6,4.3,4.4,4.8,4.4,4.5,4.9,4.1,4.3,4.7,4.4,4.4,4.4,4.0,4.2,4.8,4.3,4.3,4.9,4.2,4.3,4.7,4.0,4.0,About right
"Scott, Michael D",C S312,Fall 2015,Computer Science,4.8,4.3,4.4,4.9,4.4,4.5,4.8,4.2,4.3,4.7,4.3,4.4,4.9,4.4,4.5,4.8,4.1,4.3,4.8,4.4,4.4,4.6,4.0,4.2,4.9,4.3,4.3,4.9,4.2,4.3,4.7,4.0,4.0,About right
"Scott, Michael D",C S312,Fall 2016,Computer Science,4.8,4.4,4.4,4.9,4.5,4.6,4.9,4.3,4.3,4.7,4.3,4.4,4.8,4.4,4.5,4.9,4.3,4.3,4.7,4.4,4.4,4.5,4.1,4.2,4.7,4.4,4.3,4.9,4.3,4.3,4.7,4.1,4.0,About right
"Scott, Michael D",C S312,Fall 2017,Computer Science,4.7,4.3,4.5,4.8,4.4,4.6,4.8,4.2,4.3,4.6,4.3,4.4,4.7,4.4,4.5,4.7,4.2,4.3,4.5,4.3,4.5,4.4,4.0,4.2,4.7,4.3,4.4,4.8,4.2,4.3,4.7,4.1,4.1,About right
"Scott, Michael D",C S312,Fall 2017,Computer Science,4.8,4.3,4.5,4.9,4.4,4.6,4.7,4.2,4.3,4.5,4.3,4.4,4.7,4.4,4.5,4.7,4.2,4.3,4.5,4.3,4.5,4.3,4.0,4.2,4.6,4.3,4.4,4.8,4.2,4.3,4.7,4.1,4.1,About right
"Scott, Michael D",C S312,Spring 2018,Computer Science,4.7,4.4,4.5,4.8,4.5,4.6,4.7,4.3,4.4,4.4,4.4,4.5,4.7,4.4,4.5,4.6,4.2,4.3,4.4,4.4,4.5,4.4,4.0,4.2,4.7,4.3,4.4,4.6,4.3,4.3,4.3,4.0,4.1,About right
"Scott, Michael D",C S312,Summer 2018,Computer Science,4.5,4.6,4.6,4.8,4.7,4.6,4.4,4.6,4.5,4.4,4.7,4.6,4.6,4.6,4.6,4.6,4.5,4.5,4.6,4.6,4.6,4.1,4.3,4.4,4.7,4.6,4.5,4.7,4.7,4.5,4.3,4.4,4.2,About right
"Scott, Michael D",C S312,Summer 2018,Computer Science,4.6,4.6,4.6,4.9,4.7,4.6,4.7,4.6,4.5,4.7,4.7,4.6,4.6,4.6,4.6,4.9,4.5,4.5,4.9,4.6,4.6,4.5,4.3,4.4,4.7,4.6,4.5,4.8,4.7,4.5,4.7,4.4,4.2,About right
"Scott, Michael D",C S312,Fall 2018,Computer Science,4.9,4.5,4.5,4.9,4.6,4.6,4.8,4.3,4.3,4.7,4.4,4.5,4.6,4.5,4.5,4.8,4.3,4.3,4.6,4.4,4.5,4.4,4.1,4.2,4.8,4.4,4.4,4.8,4.3,4.3,4.7,4.1,4.1,About right
"Scott, Michael D",C S312,Fall 2018,Computer Science,4.8,4.5,4.5,4.9,4.6,4.6,4.7,4.3,4.3,4.6,4.4,4.5,4.5,4.5,4.5,4.7,4.3,4.3,4.6,4.4,4.5,4.3,4.1,4.2,4.7,4.4,4.4,4.8,4.3,4.3,4.5,4.1,4.1,About right
"Scott, Michael D",C S312,Summer 2019,Computer Science,4.8,4.6,4.6,4.7,4.7,4.7,4.6,4.6,4.5,4.8,4.8,4.6,4.8,4.6,4.6,4.5,4.4,4.5,4.8,4.7,4.6,4.4,4.2,4.4,4.9,4.7,4.5,4.8,4.7,4.5,4.7,4.4,4.3,About right
"Shashidhar, Aishwarya Han",C S312,Fall 2016,Computer Science,4.2,4.4,4.4,4.6,4.5,4.6,4.3,4.3,4.3,4.0,4.3,4.4,4.6,4.4,4.5,4.6,4.3,4.3,4.5,4.4,4.4,4.3,4.1,4.2,4.4,4.4,4.3,4.3,4.3,4.3,4.4,4.1,4.0,About right
"Sinha, Abhishek",C S312,Fall 2016,Computer Science,3.1,4.4,4.4,3.4,4.5,4.6,2.8,4.3,4.3,3.2,4.3,4.4,3.6,4.4,4.5,3.3,4.3,4.3,3.1,4.4,4.4,3.4,4.1,4.2,3.6,4.4,4.3,2.7,4.3,4.3,3.3,4.1,4.0,About right
"Wadia, Kaivan Porus",C S312,Spring 2015,Computer Science,4.4,4.2,4.4,4.6,4.3,4.6,4.4,4.1,4.3,4.6,4.2,4.4,4.8,4.4,4.5,4.6,4.1,4.3,4.4,4.4,4.5,4.6,4.0,4.2,4.8,4.2,4.3,4.4,4.1,4.3,4.6,3.9,4.0,Somewhat high
"Zhou, Brady Beida",C S312,Fall 2016,Computer Science,4.5,4.4,4.4,4.5,4.5,4.6,4.5,4.3,4.3,4.5,4.3,4.4,4.6,4.4,4.5,4.4,4.3,4.3,4.6,4.4,4.4,4.3,4.1,4.2,4.5,4.4,4.3,4.8,4.3,4.3,4.5,4.1,4.0,About right
"Zhou, Brady Beida",C S312,Fall 2016,Computer Science,4.5,4.4,4.4,4.7,4.5,4.6,4.6,4.3,4.3,4.5,4.3,4.4,4.7,4.4,4.5,4.5,4.3,4.3,4.6,4.4,4.4,4.4,4.1,4.2,4.4,4.4,4.3,4.7,4.3,4.3,4.5,4.1,4.0,About right
"Bulko, William C",C S313E,Fall 2015,Computer Science,4.5,4.3,4.4,4.6,4.4,4.5,4.4,4.2,4.3,4.3,4.3,4.4,4.6,4.4,4.5,4.5,4.1,4.3,4.5,4.4,4.4,4.1,4.0,4.2,4.6,4.3,4.3,4.4,4.2,4.3,4.3,4.0,4.0,About right
"Bulko, William C",C S313E,Fall 2015,Computer Science,4.4,4.3,4.4,4.5,4.4,4.5,4.4,4.2,4.3,4.1,4.3,4.4,4.6,4.4,4.5,4.3,4.1,4.3,4.3,4.4,4.4,4.1,4.0,4.2,4.2,4.3,4.3,4.3,4.2,4.3,4.1,4.0,4.0,About right
"Bulko, William C",C S313E,Spring 2016,Computer Science,4.5,4.3,4.5,4.6,4.4,4.6,4.5,4.2,4.4,4.3,4.3,4.4,4.6,4.4,4.5,4.5,4.2,4.3,4.4,4.4,4.5,4.1,4.0,4.2,4.5,4.3,4.4,4.4,4.2,4.3,4.3,4.0,4.1,About right
"Bulko, William C",C S313E,Summer 2016,Computer Science,4.7,4.6,4.5,4.8,4.7,4.6,4.7,4.6,4.4,4.6,4.6,4.5,4.7,4.6,4.6,4.7,4.5,4.4,4.7,4.6,4.5,4.1,4.3,4.3,4.7,4.6,4.5,4.7,4.6,4.4,4.6,4.4,4.2,About right
"Bulko, William C",C S313E,Fall 2016,Computer Science,4.5,4.4,4.4,4.6,4.5,4.6,4.4,4.3,4.3,4.3,4.3,4.4,4.6,4.4,4.5,4.5,4.3,4.3,4.4,4.4,4.4,4.1,4.1,4.2,4.4,4.4,4.3,4.4,4.3,4.3,4.2,4.1,4.0,About right
"Bulko, William C",C S313E,Fall 2016,Computer Science,4.7,4.4,4.4,4.8,4.5,4.6,4.6,4.3,4.3,4.3,4.3,4.4,4.7,4.4,4.5,4.6,4.3,4.3,4.4,4.4,4.4,4.0,4.1,4.2,4.5,4.4,4.3,4.6,4.3,4.3,4.3,4.1,4.0,About right
"Bulko, William C",C S313E,Spring 2017,Computer Science,4.7,4.4,4.5,4.7,4.5,4.6,4.6,4.2,4.4,4.2,4.3,4.4,4.6,4.4,4.5,4.7,4.2,4.4,4.5,4.4,4.5,4.0,4.0,4.2,4.4,4.3,4.4,4.6,4.2,4.3,4.4,4.0,4.1,About right
"Bulko, William C",C S313E,Summer 2017,Computer Science,4.7,4.7,4.5,4.7,4.8,4.6,4.5,4.7,4.5,4.4,4.6,4.5,4.8,4.7,4.6,4.8,4.7,4.4,4.6,4.7,4.5,4.2,4.4,4.4,4.6,4.6,4.5,4.5,4.6,4.4,4.4,4.5,4.2,About right
